path_num,points,times,Energy,total_dist,Total_time,avg_path_vel
1,"5,4,1;5,-4,1;5,3,1;-5,-3,1;-4,-2,1;3,-1,1;3,0,1;-3,0,1","89,60,77,71,101,71,97,102",1387320109.575292,48.550309401362014,668,0.07268010389425451
2,"-3,0,1;-1,0,1;0,-2,1;1,0,1;1,-2,1;-1,0,1;0,2,1","93,74,106,97,95,81,103",282426312.9952349,16.536631057245557,649,0.025480171120563264
3,"0,2,1;1,-4,1;-2,-3,1;-1,-1,1;0,1,1;1,-1,1;-2,0,1","50,111,92,76,112,107,70",712860452.3928043,21.115521783134348,618,0.034167510975945545
4,"-2,0,1;0,-2,1;1,0,1;-3,2,1;0,3,1;0,-3,1;-2,0,1;0,-2,1","82,74,87,90,51,105,82,111",5359690434.069051,27.13288711762412,682,0.039784291961325685
5,"0,-2,1;-1,0,1;0,0,1;2,1,1;-4,3,1;-3,-3,1;0,0,1","114,105,111,80,95,82,90",839147837.2081155,24.122094492753842,677,0.035630863357095775
6,"0,0,1;-2,-1,1;0,0,1;2,1,1;-2,3,1;-1,-4,1;0,2,1;0,4,1","104,72,116,101,78,68,105,51",3808515673.0884724,26.334170229662643,695,0.03789089241678078
7,"0,4,1;-2,-4,1;1,-2,1;1,0,1;3,2,1;4,-3,1;5,2,1","95,60,80,94,99,95,83",111420178.30829775,30.878228678631075,606,0.050954172737014976
8,"5,2,1;5,-2,1;5,0,1;5,2,1;-5,3,1;3,-4,1;4,3,1;5,-3,1;-5,1,1","94,56,65,62,109,51,82,109,71",3705541316.772993,57.98934619742275,699,0.08296043805067632
9,"-5,1,1;-4,3,1;2,-5,1;4,-3,1;-4,0,1;3,-2,1;4,0,1;4,0,1","82,51,101,117,116,68,57,69",7030727532.857701,38.2236962279366,661,0.057827074474941904
10,"4,0,1;4,1,1;-5,2,1;-4,-3,1;-2,0,1;0,2,1;2,-4,1;-2,-1,1","65,100,59,110,101,106,77,63",3282811905.041149,36.91293837227714,681,0.054204021104665406
11,"-2,-1,1;1,0,1;-1,0,1;1,1,1;-1,3,1;1,-4,1;2,2,1;-4,2,1","61,65,71,67,103,55,73,114",3675045952.617488,31.825713159492885,609,0.05225897070524283
12,"-4,2,1;3,4,1;4,-5,1;5,-3,1;5,0,1;5,2,1;5,4,1;5,4,1","60,60,76,113,93,97,97,58",1882610646.1019382,30.043698959917304,654,0.04593837761455245
13,"5,4,1;-5,-5,1;-2,-3,1;0,1,1;-1,3,1;0,3,1;-2,5,1","81,94,117,88,89,93,88",1763476657.1825583,33.998930617216104,650,0.052306047103409394
14,"-2,5,1;1,5,1;-3,5,1;2,5,1;4,5,1;-4,5,1;3,-5,1;5,2,1;5,-3,1","63,59,111,63,59,53,62,55,95",15465106998.989044,51.871830312148724,620,0.08366424243894956
15,"5,-3,1;5,-1,1;-5,1,1;-2,1,1;-1,-2,1;1,0,1;2,-2,1;4,0,1","91,103,83,50,81,79,101,69",2457397375.992923,32.08419080919142,657,0.04883438479328983
16,"4,0,1;5,-1,1;5,1,1;-5,3,1;-4,5,1;-2,5,1;0,5,1;1,-5,1;1,4,1","72,102,57,69,52,92,75,70,83",8186155795.867044,42.89819618817934,672,0.06383660147050498
17,"1,4,1;2,-4,1;-2,3,1;1,-3,1;-2,-2,1;0,0,1;2,2,1;4,2,1;5,4,1","66,68,63,63,105,68,83,87,90",4393599154.236551,40.01102494187468,693,0.05773596672709189
18,"5,4,1;5,-5,1;5,4,1;5,-4,1;5,-3,1;-5,1,1;3,-1,1;-5,1,1;2,2,1","55,75,108,56,66,69,112,71,71",24782520299.72125,67.73694416603797,683,0.09917561371308635
19,"2,2,1;-3,2,1;1,2,1;-2,2,1;0,3,1;1,3,1;3,3,1;4,5,1","93,53,64,97,101,62,95,71",1261739464.0649352,22.300563079745768,636,0.03506377842727322
20,"4,5,1;5,-5,1;5,-4,1;5,1,1;-5,1,1;4,3,1;-5,-5,1;2,2,1;-4,-2,1","53,86,77,52,81,77,75,79,99",29887782495.313133,70.82473638217857,679,0.10430741735225121
21,"-4,-2,1;2,0,1;-4,-1,1;3,-1,1;-3,0,1;-1,2,1;0,-2,1;0,-1,1","76,86,103,117,106,75,56,51",7393959608.158636,37.913749086296626,670,0.0565876852034278
22,"0,-1,1;0,0,1;1,1,1;3,-2,1;-4,0,1;-1,0,1;0,-2,1;-2,0,1","50,66,78,86,109,119,96,58",7196434139.018831,22.364369829363582,662,0.033783035996017494
23,"-2,0,1;0,-1,1;0,0,1;2,0,1;4,2,1;4,4,1","117,82,104,102,118,66",714488043.4312613,12.06449510224598,589,0.02048301375593545
24,"4,4,1;-5,5,1;4,5,1;5,5,1;5,-5,1;-5,-4,1;3,-1,1;-5,0,1;2,-2,1","63,67,50,56,50,75,111,74,61",5969390236.483545,68.64848639164728,607,0.11309470575230195
25,"2,-2,1;3,1,1;4,3,1;4,-4,1;5,-3,1;-5,2,1;3,4,1;-4,4,1;2,-4,1","103,80,86,73,50,73,54,78,98",21744831131.96956,53.067537463521724,695,0.07635616901226147
26,"2,-4,1;-2,1,1;1,-3,1;2,1,1;-3,1,1;-1,3,1;0,3,1","107,82,50,101,72,105,91",925284165.5462775,28.82679294279628,608,0.047412488392757045
27,"0,3,1;1,-4,1;-2,3,1;0,-3,1;0,1,1;-2,-2,1;0,1,1;-1,-3,1","102,76,113,76,50,73,61,103",2766086102.8032594,39.345604414611785,654,0.060161474640079184
28,"-1,-3,1;0,2,1;0,-4,1;-1,-2,1;0,0,1;-1,-2,1;1,0,1","85,114,85,90,60,86,89",746209626.674902,23.797928231006725,609,0.03907705785058575
29,"1,0,1;3,1,1;-3,2,1;2,-4,1;2,2,1;3,3,1;-5,3,1;-3,4,1","103,96,87,101,70,54,58,76",6371564771.216267,34.77936172357755,645,0.05392149104430628
30,"-3,4,1;1,4,1;-1,5,1;-1,5,1;0,5,1;0,-5,1;-1,-3,1;1,2,1","119,81,111,51,89,74,70,53",722339326.7185096,29.857300762134084,648,0.04607608142304643
31,"1,2,1;2,3,1;-2,-4,1;0,1,1;2,-3,1;-2,-1,1;-1,0,1","110,115,100,116,71,65,83",2586331561.647975,27.456189567678194,660,0.04160028722375484
32,"-1,0,1;-1,-1,1;0,0,1;2,0,1;4,0,1;5,-1,1;-5,0,1;-2,-2,1","87,78,111,65,74,52,109,101",9551050731.077868,22.48385402133107,677,0.03321101037124235
33,"-2,-2,1;0,0,1;0,1,1;-2,-1,1;1,-1,1;-2,0,1;-1,2,1;0,-2,1","111,64,112,109,52,81,62,80",2061109326.8126073,22.0067326375244,671,0.032796918982897764
34,"0,-2,1;-1,1,1;1,1,1;-2,-2,1;0,0,1;0,-1,1;1,0,1;2,1,1","71,116,70,94,53,57,114,57",2114905519.2735374,18.061772596780045,632,0.028578754108829187
35,"2,1,1;-3,1,1;-2,-1,1;-1,0,1;0,2,1;1,4,1;2,-5,1;-3,3,1","97,52,80,55,106,59,70,100",2858279812.5821705,33.84785174256628,619,0.05468150523839463
36,"-3,3,1;0,3,1;0,-3,1;-2,0,1;0,0,1;1,1,1;2,-1,1;2,0,1","70,92,70,69,64,86,117,96",1196477605.622505,23.498473502456157,664,0.03538926732297614
37,"2,0,1;-3,0,1;2,-2,1;2,1,1;2,-2,1;-2,0,1;0,1,1;2,-1,1;3,1,1","104,59,53,71,81,119,76,58,70",3146077529.626334,30.157863841879855,691,0.0436437971662516
38,"3,1,1;-4,-2,1;2,0,1;4,0,1;-5,1,1;-4,2,1;-2,3,1","81,114,114,90,65,118,79",5289796421.635187,31.80827276437935,661,0.0481214413984559
39,"-2,3,1;0,3,1;-1,3,1;-1,3,1;0,4,1;0,-5,1;-2,-2,1","51,62,90,111,113,113,96",796099831.2862533,20.625316113301075,636,0.03242974231651113
40,"-2,-2,1;0,0,1;1,0,1;-2,0,1;0,-1,1;-1,0,1;1,0,1","98,74,102,94,114,73,57",1326579707.977695,15.307135789365265,612,0.02501165978654455
41,"1,0,1;-3,0,1;-1,0,1;0,0,1;-2,-2,1;0,0,1;0,-1,1;1,1,1","92,102,101,78,64,64,81,94",2233042404.387923,16.89292222699217,676,0.02498952992158605
42,"1,1,1;2,-2,1;4,0,1;5,-1,1;5,0,1;5,0,1","119,96,119,82,108,73",157016399.25164154,9.819131909660761,597,0.016447457135110154
43,"5,0,1;-5,-2,1;-2,0,1;0,1,1;1,-1,1;3,0,1;-3,-1,1","101,96,101,79,75,88,118",3041858387.0858784,31.594556765447145,658,0.048016043716485025
44,"-3,-1,1;1,1,1;3,-1,1;3,0,1;5,0,1;5,2,1;5,-2,1;5,1,1","60,69,71,105,80,82,75,90",1932756389.7498372,22.46284073991415,632,0.035542469525180614
45,"5,1,1;-5,2,1;-4,-3,1;-1,-2,1;0,0,1;1,-2,1;-1,0,1;1,2,1;-1,2,1","54,85,89,82,91,55,88,65,77",3880374316.8691654,35.539182512966796,686,0.05180638850286705
46,"-1,2,1;-1,3,1;1,-4,1;3,3,1;3,-5,1;3,-4,1;3,-1,1","112,63,113,88,105,81,71",708132791.4577931,29.796287756060824,633,0.04707154463832674
47,"3,-1,1;-3,1,1;-2,-3,1;0,0,1;-1,1,1;0,-3,1;2,-1,1","83,107,119,82,97,96,95",1873832062.3314986,25.581236194323736,679,0.03767486921108061
48,"2,-1,1;2,0,1;4,2,1;5,3,1;5,-3,1;5,0,1;-5,2,1","109,88,105,103,79,86,101",5261141989.162559,26.676747691804643,671,0.039756702968412286
49,"-5,2,1;4,3,1;5,-5,1;5,2,1;5,2,1;5,2,1;-5,3,1;-4,4,1;-1,-5,1","61,100,57,113,55,91,61,74,70",4278622875.0023327,50.4537298575696,682,0.07397907603749208
50,"-1,-5,1;0,2,1;0,-4,1;-2,3,1;1,-5,1;1,2,1;-3,4,1;1,5,1","117,98,54,54,71,108,79,73",4777169127.734162,49.58944254067355,654,0.0758248356891033
51,"1,5,1;3,-5,1;-4,4,1;1,-5,1;-2,-2,1;0,-1,1;2,0,1;-3,0,1","80,110,82,110,53,53,94,85",8531449058.7872925,50.70921957487559,667,0.07602581645408635
52,"-3,0,1;-1,-1,1;0,1,1;-1,1,1;1,1,1;1,-2,1;1,-1,1","68,119,85,62,117,103,87",738682775.2130932,14.47213595499958,641,0.022577435187206833
53,"1,-1,1;-1,0,1;-1,0,1;0,0,1;0,0,1;2,2,1;2,2,1","88,112,83,69,107,100,104",218054739.77489647,7.4787086646190755,663,0.011280103566544608
54,"2,2,1;2,-4,1;4,-1,1;-5,-1,1;4,0,1;5,0,1;-5,2,1","98,81,115,79,60,119,55",8879833349.023323,41.68740256553316,607,0.06867776369939566
55,"-5,2,1;-4,-2,1;3,1,1;5,1,1;5,-1,1;5,0,1;5,1,1;5,-1,1","58,92,67,62,113,81,99,118",1984018593.8534849,25.12404353861607,690,0.03641165730234213
56,"5,-1,1;5,0,1;5,-2,1;5,1,1;-5,-3,1;2,0,1;4,0,1","81,50,106,105,82,110,56",9349591315.42074,31.4851222337257,590,0.05336461395546729
57,"4,0,1;4,1,1;-5,-1,1;-3,1,1;1,-2,1;-1,-1,1;0,1,1;2,2,1","92,85,83,62,98,119,57,92",1358450655.2099588,28.756175514538448,688,0.04179676673624774
58,"2,2,1;-4,-3,1;2,0,1;2,0,1;3,-2,1;4,0,1;-5,0,1","92,57,85,90,106,115,93",977253372.7644475,30.81901668815179,638,0.04830566879020657
59,"-5,0,1;2,0,1;2,1,1;-3,2,1;-1,-3,1;0,1,1;2,2,1;2,2,1","92,77,55,88,119,103,50,67",2582022326.1114078,29.843357923844742,651,0.04584233168025306
60,"2,2,1;2,2,1;2,3,1;-3,-4,1;0,-1,1;-2,0,1;0,0,1;-2,1,1","53,55,106,55,101,103,98,112",3505884700.18804,23.145529033907682,683,0.0338880366528663
61,"-2,1,1;1,3,1;-3,-3,1;1,-1,1;3,1,1;4,3,1;-4,5,1;-1,5,1","78,77,70,58,60,83,103,88",4274972615.232534,33.83556411237264,617,0.0548388397283187
62,"-1,5,1;0,-5,1;-2,2,1;-1,-3,1;0,0,1;-1,1,1;0,-1,1","94,90,115,71,109,52,115",792986884.3621994,34.340583737628236,646,0.05315879835546167
63,"0,-1,1;1,0,1;3,0,1;-4,0,1;3,0,1;-5,0,1;-2,0,1;1,2,1","67,64,117,114,58,90,67,113",7527719062.878635,33.01976483783709,690,0.04785473164903926
64,"1,2,1;-2,-4,1;-1,-2,1;0,0,1;0,0,1;1,0,1;1,0,1;-1,-1,1;0,1,1","111,106,78,71,82,79,70,50,50",565132757.5915139,18.88854381999832,697,0.027099775925392134
65,"0,1,1;-1,2,1;1,-4,1;2,2,1;-4,4,1;-1,5,1;0,5,1","104,63,118,115,68,115,88",4570651468.574677,25.308364393513212,671,0.03771738359689003
66,"0,5,1;-1,-5,1;0,4,1;-2,5,1;1,-5,1;2,-4,1;4,-1,1;-5,0,1","88,63,53,71,74,94,115,62",3312466240.275372,50.85678522164314,620,0.0820270729381341
67,"-5,0,1;-2,0,1;0,-1,1;0,0,1;0,0,1;-1,2,1;0,4,1;-2,4,1","59,93,86,77,116,75,52,107",586475996.5633171,17.70820393249937,665,0.026628878093984013
68,"-2,4,1;0,5,1;2,5,1;4,5,1;5,-5,1;-5,4,1;4,-5,1;-5,4,1","68,53,91,65,78,50,114,94",9474485195.118359,59.66754772340968,613,0.09733694571518708
69,"-5,4,1;4,5,1;5,5,1;5,5,1;5,5,1;-5,-5,1;-4,-2,1","91,109,88,112,98,102,77",2281371697.832296,33.762922659469595,677,0.049871377635848736
70,"-4,-2,1;-3,0,1;-1,0,1;1,1,1;-1,2,1;0,4,1;0,5,1","110,84,111,104,50,63,106",1071317781.1671325,16.41640786499874,628,0.02614077685509353
71,"0,5,1;0,-5,1;-1,-3,1;0,0,1;0,-2,1;0,0,1;0,2,1;-1,-3,1","89,108,64,83,109,102,53,51",784404803.6940362,31.49736515126095,659,0.04779569825684515
72,"-1,-3,1;0,-1,1;0,0,1;0,1,1;0,3,1;1,-4,1;-3,-1,1;2,0,1","91,58,107,57,110,80,73,95",3094155152.207263,26.568432963126433,671,0.0395952801238844
73,"2,0,1;4,1,1;-5,-3,1;2,1,1;4,2,1;5,-3,1;5,1,1","71,97,88,113,110,114,105",2703448402.4776626,33.482271018687015,698,0.04796886965427939
74,"5,1,1;-5,-3,1;-3,1,1;2,-2,1;2,1,1;4,1,1;5,3,1","114,56,63,114,53,111,103",2025260044.8978996,33.40850495520647,614,0.05441124585538513
75,"5,3,1;-5,4,1;-4,5,1;-2,-5,1;0,2,1;0,-2,1;2,0,1","89,67,105,119,110,50,57",2653226816.972287,41.60161711955156,597,0.06968445078651853
76,"2,0,1;-4,-1,1;3,0,1;-4,2,1;-3,3,1;-1,4,1;0,5,1;0,5,1","104,59,118,106,78,85,67,56",2588543611.328049,27.498435333690193,673,0.04085948786581009
77,"0,5,1;0,-5,1;-2,2,1;1,2,1;-3,3,1;0,5,1;-1,5,1;-1,5,1","50,59,94,73,78,83,114,84",1588584008.6360068,34.008766790362166,635,0.05355711305568845
78,"-1,5,1;0,-5,1;0,-2,1;-2,1,1;0,-2,1;-1,1,1;1,-3,1;-1,-2,1","116,105,107,84,93,68,53,54",2189722814.078965,35.2304792783094,680,0.051809528350455006
79,"-1,-2,1;0,0,1;-1,1,1;1,2,1;-3,4,1;-2,-4,1;0,-1,1","112,106,102,98,72,84,109",2034474088.1923635,24.26236247363458,683,0.035523224705175084
80,"0,-1,1;0,1,1;1,1,1;1,3,1;3,-4,1;-3,-2,1;1,0,1;3,0,1","58,72,95,69,78,84,81,64",5492004336.530772,26.076801164616857,601,0.043389020240627046
81,"3,0,1;5,0,1;5,-2,1;-5,0,1;3,-1,1;4,0,1;-5,2,1;-2,-4,1;-1,-1,1","63,55,105,63,71,73,81,54,89",7084800155.519629,45.76453638781785,654,0.06997635533305481
82,"-1,-1,1;-1,-1,1;0,1,1;0,1,1;-1,-3,1;0,0,1;0,-2,1","119,113,91,83,114,76,76",650921404.5025562,12.935664825658925,672,0.019249501228659115
83,"0,-2,1;-2,0,1;0,-2,1;-2,-1,1;0,0,1;-2,2,1;0,3,1;0,3,1","86,54,112,87,114,64,70,107",1795679362.5709398,17.19348530673794,694,0.02477447450538608
84,"0,3,1;0,4,1;-1,4,1;0,-4,1;-1,2,1;1,-4,1;-2,2,1;-1,-2,1","89,64,55,113,69,87,55,106",2193977690.9718313,36.30088515705056,638,0.056897939117634105
85,"-1,-2,1;0,0,1;-2,0,1;1,2,1;-2,2,1;0,2,1;2,-2,1","109,96,114,100,87,76,108",2498753882.0148883,19.549823185463147,690,0.028333077080381373
86,"2,-2,1;3,0,1;-5,0,1;3,0,1;-3,0,1;0,-2,1;-1,-1,1;0,0,1","63,111,109,84,93,74,88,71",3335474373.8092346,33.49847350245615,693,0.04833834560238983
87,"0,0,1;-2,-2,1;0,0,1;0,2,1;0,2,1;2,-2,1;3,0,1;-4,-1,1","93,100,81,56,66,93,80,69",2767832851.6784463,21.436125993857225,638,0.033598943564039536
88,"-4,-1,1;3,0,1;3,-2,1;3,-1,1;4,0,1;5,2,1;5,-3,1;-5,0,1","106,89,53,90,103,91,109,55",1967093290.3087304,33.284761486266575,696,0.04782293316992324
89,"-5,0,1;4,-2,1;5,0,1;-5,1,1;-3,-2,1;-1,0,1;-1,-2,1","115,84,111,105,70,94,92",1436379442.5206485,34.939466456123746,671,0.052070739874998134
90,"-1,-2,1;1,-1,1;2,0,1;-3,-1,1;0,0,1;-2,-2,1;0,0,1;1,2,1","84,65,90,79,94,73,112,87",2911434177.0543723,22.04056891812601,684,0.03222305397386843
91,"1,2,1;2,2,1;-4,3,1;-1,5,1;0,-5,1;-1,-2,1;0,0,1;-1,0,1","95,61,60,92,119,55,71,52",2779726592.806727,29.372603042051058,605,0.04854975709429927
92,"-1,0,1;0,2,1;0,-4,1;0,-1,1;-1,0,1;0,-1,1","119,117,101,94,79,105",680972506.9078535,15.064495102245981,615,0.02449511398739184
93,"0,-1,1;2,-1,1;4,0,1;5,2,1;-5,-3,1;2,-1,1;3,-1,1;-3,0,1","106,110,56,84,81,83,95,73",16387095104.759867,33.01534826207727,688,0.047987424799530914
94,"-3,0,1;-1,1,1;-1,3,1;0,-4,1;2,2,1;3,-3,1;3,0,1;3,-2,1;-4,0,1","59,62,94,73,66,59,96,58,113",1496834657.3064225,38.01082051257533,680,0.055898265459669604
95,"-4,0,1;-2,-1,1;0,0,1;-1,-1,1;1,0,1;-1,-2,1;0,0,1;-2,-1,1","86,116,51,108,60,63,61,76",1943237050.2622209,19.422980574618233,621,0.03127694134399071
96,"-2,-1,1;1,0,1;2,1,1;3,1,1;-5,-3,1;3,-1,1;3,1,1;-4,-1,1;3,-1,1","83,63,51,108,75,95,59,58,107",14979431347.18562,41.28315225055626,699,0.05906030364886447
97,"3,-1,1;4,0,1;-5,2,1;-4,2,1;-1,-2,1;0,-1,1;0,-1,1;-2,0,1","103,60,85,112,118,88,62,55",1140785597.0659144,23.446317219707247,683,0.03432842931143081
98,"-2,0,1;0,-2,1;-1,0,1;-1,0,1;0,-1,1;0,-1,1;-1,1,1;1,3,1","118,63,58,70,77,75,61,65",590910919.3638675,13.543203766865055,587,0.023071897388185783
99,"1,3,1;-1,-4,1;0,-1,1;0,0,1;0,0,1;0,-2,1;0,0,1","69,98,73,87,119,85,94",340970470.67551357,18.604665209617277,625,0.02976746433538764
100,"0,0,1;0,-2,1;2,0,1;-3,-1,1;-2,1,1;0,-3,1;-1,2,1","115,68,74,112,102,83,81",2254602231.787467,21.73467008443113,635,0.034227826904615954
101,"-1,2,1;0,3,1;-2,4,1;0,4,1;-1,5,1;-1,-5,1;-1,-2,1;0,0,1","77,111,66,60,58,84,57,105",953776546.9044405,24.53663105724556,618,0.039703286500397346
102,"0,0,1;-1,0,1;0,-1,1;2,0,1;2,-2,1;3,0,1;-3,0,1","68,93,119,53,101,64,118",3115352854.559936,14.886349517372675,616,0.02416615181391668
103,"-3,0,1;1,0,1;3,-1,1;4,0,1;-5,1,1;-3,2,1;0,2,1;-2,3,1","83,52,84,109,96,109,53,71",5309937808.688176,27.177802633009883,657,0.04136651846729054
104,"-2,3,1;-1,3,1;1,3,1;3,-3,1;3,2,1;3,3,1;4,-4,1","87,102,114,58,55,103,68",1107634920.129297,26.001174407666223,587,0.04429501602668862
105,"4,-4,1;5,2,1;-5,-4,1;4,1,1;4,3,1;4,3,1;5,-5,1","116,101,66,82,93,98,107",1438761355.6388805,43.75940845876675,663,0.06600212437219721
106,"5,-5,1;-5,2,1;2,-4,1;-4,3,1;-1,-3,1;1,0,1;-3,0,1","87,61,99,93,73,99,111",2696045941.919174,52.03046755014831,623,0.08351599927792666
107,"-3,0,1;2,0,1;3,2,1;-3,2,1;0,-3,1;0,0,1;1,-1,1","116,117,65,86,94,88,74",4352369436.029564,26.481233434718188,640,0.04137692724174717
108,"1,-1,1;1,1,1;-3,1,1;-1,-1,1;1,0,1;-3,-2,1;0,0,1;-2,0,1","80,61,82,89,75,69,67,63",8407386842.082471,22.556395895082645,586,0.03849214316567004
109,"-2,0,1;0,-2,1;2,-1,1;-2,0,1;0,1,1;-2,-1,1;-1,1,1;0,-2,1","69,98,54,60,103,91,85,92",4804721606.930238,21.65044146777779,652,0.033206198570211336
110,"0,-2,1;2,0,1;4,-2,1;-5,0,1;3,0,1;-5,-2,1;4,0,1","91,54,96,107,119,87,67",11218208970.107758,42.34215441531347,621,0.06818382353512636
111,"4,0,1;5,0,1;-5,1,1;3,-3,1;3,0,1;5,-1,1;-5,1,1","68,109,87,115,52,93,119",6426062209.51906,39.42825453580541,643,0.06131921389705351
112,"-5,1,1;4,3,1;-5,-5,1;-3,-4,1;0,3,1;2,4,1;-2,5,1","114,55,76,85,112,100,97",1254312550.7544348,42.57117323615912,639,0.06662155436018641
113,"-2,5,1;0,-5,1;-2,2,1;0,-2,1;1,1,1;-3,3,1;-1,5,1;1,5,1","65,88,97,107,99,66,67,85",2891615713.129938,39.79829041851432,674,0.059047908632810564
114,"1,5,1;2,-5,1;4,-4,1;-5,1,1;3,-1,1;-3,0,1;-2,0,1","75,119,92,72,83,91,79",14347295239.69854,43.009567034734005,611,0.07039209007321441
115,"-2,0,1;1,0,1;2,-1,1;-4,0,1;-1,-2,1;-1,0,1;0,2,1;1,2,1;-2,4,1;0,-5,1","70,54,66,65,58,82,74,56,110,63",3088240558.833089,34.16369107839196,698,0.048945116158154674
116,"0,-5,1;0,3,1;2,-3,1;4,-1,1;4,0,1;-5,1,1;-3,-3,1;0,0,1","83,89,68,94,73,104,117,69",489535556.7728121,40.92314422533923,697,0.058713262877100755
117,"0,0,1;2,1,1;4,3,1;5,-4,1;-5,-3,1;-2,2,1;0,3,1;0,5,1","119,73,84,57,97,95,60,72",8065942794.249224,32.252458407577436,657,0.049090499859326384
118,"0,5,1;1,-5,1;3,-2,1;-5,1,1;-2,-2,1;0,0,1;1,-1,1;2,0,1","89,61,61,54,117,88,92,57",6905673064.8184,37.09892557851407,619,0.05993364390713097
119,"2,0,1;-3,2,1;1,-3,1;-2,0,1;-1,2,1;1,-4,1;2,-2,1","110,88,57,64,117,98,69",154191290.2590542,28.827621007022977,603,0.04780700001164673
120,"2,-2,1;4,0,1;4,0,1;-5,0,1;4,0,1;4,0,1;-5,0,1","88,114,64,51,66,119,111",4208182396.2855463,32.65685424949238,613,0.05327382422429426
121,"-5,0,1;-3,0,1;2,-1,1;4,0,1;4,-2,1;-5,0,1;-2,0,1;0,-1,1","102,88,104,80,58,74,81,85",1580802622.2561965,30.79069992588525,672,0.04581949393732924
